,opinion,mes,año,retroalimentacion
1248,"El edificio, fantástico techo increíble, ascensores una gran - todas tienen en la nueva película de Bond. y la junior suite con vistas a la plaza sólo una de las mejores habitaciones en las que nos hemos tenido. El servicio impecable y una gran relación calidad-precio en libras esterlinas s",5,2015,1
1249,"Este hermoso hotel es un lugar de visita obligado si vas de visita a Ciudad de México. Usted no puede evitar maravillados de cristal de Tiffany tejado y la decoración del hotel. La terraza bar tiene vistas excepcionales y unos cócteles fantásticos! La ubicación del hotel es muy conveniente para las visitas turísticas y los desayunos son una forma perfecta de empezar el día. Me hubiese gustado poder recordar todos los nombres de los miembros del personal, amable y servicial en todo momento y sin excepción.",6,2015,1
1250,"Excelente! ... un monumento impresionante natioal. Las fechas de 1898 y tiene la elegancia y encanto que mira en el hotel. Ubicación excelente en frente del Zócalo y la Catedral. Vitrieaux de Bieautiful desde 1905, excelente personal, servicio excelente, habitaciones preciosas. El restaurante Terraza supervisa el Zócalo es suprema. La comida: como los dioses! El servicio: el mejor. Congratos Javier R. , Alex Z, Adam y Ontiveros. Hicieron que nuestra cena un sueño hecho realidad. El capitán y las chicas en la entrada, genial!!! Realmente recomiendo si vas al DF, estancia en este hotel. Se ganó no te arrepentirás",4,2015,1
1251,"Nos alojamos en otras críticas y capaces de validar los altamente positivos. Era como estar en una parte de la historia por una semana. El personal es muy amable y servicial todo el camino hasta pasar las sombrillas préstamo si vas a caminar en la lluvia y llueve todos los días allí. Ellos organizaron todas nuestras excursiones para nosotros y disfrutamos todos ellos. Cuando lo comparamos su valor a otras compañías de viajes vinieron con antelación. Puedes salir por la puerta principal y diríjase en cualquier dirección y una interesante. Javier y José y Cynthia vienen a la mente como muy servicial, aunque todo el personal fue muy cortés y parece que quiere tener un buen tiempo.",6,2015,1
1252,"Pasamos 6 noches en este precioso hotel situado justo en el Zócalo, la plaza del centro de ciudad de México. El hotel era precioso, hermosa Tiffany techo sobre el atrio de cinco pisos, todas las habitaciones se abren a ella. Grillwork de antigüedades en el ascensor abierto, pequeñas aves de tipo parakeet en enormes jaulas en el vestíbulo, el bar (Juan permitido que nuestra nieta de cantar como jugó, casi todas las noches de piano), etc. Un buen restaurante con un servicio en la planta del vestíbulo: Oscar, el capitán era muy servicial, y duplicó como el capitán en la terraza de la azotea del hotel, donde la vista del Zócalo era specatular. Augustin, Adan, Daniel, Luis y los otros servidores eran geniales. Freddie y su equipo de botones también estaban muy bien. El conserje,…",6,2015,1
1253,"No es sólo un hotel, es una experiencia para toda la vida. Todo es perfecto: la ubicación, edificio, decoración, cama cómoda, wi-fi, habitaciones vista. El personal amabilidad y atención a todas nuestras necesidades era impresionante. Pero sobre todo, el edificio es impresionante. Como estar en un museo. Nos alojamos por 3 noches en una suite junior en la tercera planta con vistas al Zócalo, y disfrutamos cada minuto de nuestra visita. Realmente recomiendo para actualizar su habitación, y disfrutar de la impresionante vista.",6,2015,1
1254,"El brunch estuvo delicioso, mi tía de estados unidos, vino de visita, siendo crítica de comida probó de todo y la comida le pareció Excelente, desde el consomé hasta el pande dulce. El servicio lo recibimos de Capitán Hugo, chef Pedro, María Candelaria y Alejandro Briz",11,2019,1
1255,"Mis meseros fueron Alejandro zarraga y Humberto chandomi, la atención muy buena los meseros son súper atentos y muy amables, los alimentos ricos y variados.... la vista hermosa ...  y el ambiente muy relajante felicidades",11,2019,1
1256,"Es garantía de excelencia, la comida es muy buena, la mimosas son mejores, pero el servicio es increíble, Diego y Marcelo nos atendieron esta vez y fue excelente nunca dejaron un vaso vacío, de verdad lo recomiendo",11,2019,1
1257,David Calleja un excelente servicio y muy atento alta mente recomendado .. la comida muy buena y de gran variedad !  El restaurante demasiado limpio y atentos todos los empleados responsables del restaurante,11,2019,1
1258,"El restaurante esta bonito, el servicio muy muy atento y todo esta muy limpio que es lo que yo mas pongo atención en cualquier restaurante. Gracias Daniel Chavez y a Miriam Vázquez. Excelente servicio!",11,2019,1
1259,"Un lugar maravilloso para disfrutar un excelente desayuno con amigas, la atención de ventura Bruno y Marcelo fue muy buena, una maravillosa vista con un clima cálido, disfrutando un momento super especial con grandes amistades.",11,2019,1
1260,"Excelente servicio y la comida variada y rica. La atención de Bruno y Marcelo y Ventura, excelente siempre muy al pendiente. Maravillosa vista pasamos unas horas muy agradables. Siempre con ganas de regresar.",11,2019,1
1261,Daniel Chávez y María Arévalo excelentes anfitriones. El hotel siempre a punto en el centro de la ciudad y el buffet muy completo. Se los recomendamos. Los meseros muy elegantes con gorrito y todo. Volveremos!,11,2019,1
1262,"La comida del brunch es de excelente calidad y el servicio es de primera calidad. Nos atendió María Candelaria, Alejandro Briz. El hotel es un edifico de lo más bello. Volveré pronto.  Muy recomendando.",11,2019,1
1263,Muy buen servicio y calidad de comida.  Les agradecemos su atención  Muy buen hotel  Para desayunar  Me gustó sus instalaciones  Le agradezco al joven Juan Calleja por su atención Esperamos volver pronto..,11,2019,1
1264,"Como parte de mi nuestra gira mundial en 2013 abril, mi esposa y yo visitamos este hotel histórico. Vimos la marcha militar diaria realizados fuera la residencia presidencial que lleven la bandera mexicana. Si la ubicación céntrica es lo que busca este es tu lugar. Tiene excelentes vistas desde la habitación de hotel, pero esta joya necesita una renovación de ser clasificado como un hotel de 5 estrellas ubicación auténtica",8,2014,1
1265,"Pasamos cuatro días aquí a finales de junio. El hotel es sin duda uno de los más hermosos en los que me he alojado. Una vez una tienda de departamentos construido en la década de 1890 se convirtió en la década de 1960 a un magnífico hotel Tiffany como completos con techos de vidrio, 19 ascensores del siglo XIX que aún están en funcionamiento y una magnífica araña Louis XV en la entrada. Está perfectamente ubicado en el borde del Zócalo, próximos a la Catedral Metropolitana, el Palacio Nacional y de las ruinas del gran templo Azteca. Es un paseo corto a pie a 4 cuadra del Palacio de Bellas Artes cerca de la Alameda por calle 16 de septiembre rodeado de un montón de restaurantes, heladerías panasiático de hielo, panaderías y un lugar para buenos churros. El restaurante del hotel,…",6,2015,1
1266,"Paramos a ver el techo de cristal de Tiffany y maravilloso para visitar la cafetería. Excelente café y batidos, con pasteles recién hechos tirado - excelente relación calidad-precio y un servicio muy amable de Agustín, Oscar y Poletd, que nos sentimos como si fuéramos de la familia, al final de nuestra corta visita",6,2015,1
1267,Este hotel es una experiencia maravillosa ... lo que hizo de nuestra estancia en Ciudad de México increíble ... la mejor ubicación ... super atento personal ... ( Luis Noriegn Agustín pela Esteban Poletd Viviana ha dormido Renato Salvador) nos sentimos tan acoge ... Todo estaba limpio ... especial little extras ... buena comida ... volveremos ... precios fantásticos ... Gracias a un hotel estupendo y el personal ...,6,2015,1
1268,"Me alojé en el GHCM en 2015 junio, visitando desde Londres, Reino Unido, y fue una experiencia fantástica.  Lo que primero te sorprende el interior es increíble. Me recordó mucho a la película en el hotel Grand Hotel Budapest mientras estaba en su forma más opulento. Encontrará no hay escasez de fotografías en línea. Es realmente algo para contemplar, y debe ser un placer para el personal que trabaja en un entorno.  Que me lleva a todo el personal. Eran amables, encantador, servicial y amable y generoso, cada uno de los cuales nos relacionamos. En particular, el servicio de y la hospitalidad de Oscar, Daniel, Paulet, Jessica, Luis y Renato hizo que nuestra estancia en un hotel encantador todo inolvidable. Saben lo que están haciendo y lo hacen bien.  Las habitaciones son,…",6,2015,1
1269,"Este hotel es conocido por su arquitectura art nouveau techo interior así que nos alojamos por 5 noches según su ubicación y estilo arquitectónico. El servicio que recibimos fue fantástico, excediendo las expectativas incluso para un hotel de cinco estrellas. En primer lugar, llegamos temprano antes de la hora de entrada y fue capaz de entrar en nuestra habitación de hotel gratis como la gente de recepción vimos que estábamos muy cansados de nuestro vuelo nocturno. En segundo lugar, la primera habitación de hotel que nos dieron era muy ruidoso por la noche con una ventana negativa, así que pedimos el conserje de noche a cambio una habitación para nosotros. A menos de cinco minutos nos dieron una nueva habitación cambiamos a una suite principal con sin tarifas y lo mejor fue al,…",6,2015,1
1270,"Acabamos de pasar 3 días en este hotel. Es precioso y está idealmente situado. El restaurante de la terraza tiene una vista excepcional de la Plaza y con Oscar Rojas y su personal esperando por nosotros servicio increíble. Nos dieron una habitación que daba a la parte de atrás, así que es muy tranquilo. Nuestra segunda noche que habíamos planeado a parar a tomar una copa y va a un restaurante diferente más tarde. No mover y terminando disfruta de una segunda cena. Oscar cambiaron nuestras mesas, necesitábamos dos para nuestro grupo para tener una vista sin obstáculos de la plaza y quería probar una bebida especial de frutas y Alejandro llegó a preguntar si nos lo hizo al Blue castillo. Si has leído esta Alejandro, nosotros no lo hicimos pero la próxima vez que vaya. Las,…",7,2015,1
1271,"Sólo estuvimos una noche, pero nos hubiera gustado más. El hotel está situado en el corazón de todas las cosas que ver. La cama doble habitación que teníamos enfrente de la plaza era muy grande y tenía encanto del viejo mundo. El desayuno era a la carta, se puede elegir su propio y el servicio fue estupendo. La única pega que no los hoteles era el ruido de la plaza en el medio de la noche, ya que estaban balaustradas estaba erigiendo una toda la noche.",6,2015,1
1272,"Yo tenía pensado ir a otro hotel, luego me di cuenta de que la Gran. Situado justo al lado de la Plaza de la Constitución (plaza principal) la ubicación era ideal para un turista como a mí. Sin embargo, fue el carácter del lugar que me encantó. El lujoso ambiente del lugar, junto con el personal que trabaja allí disfrutamos claramente hicieron mi estancia memorable. Muy poca gente (sólo 60 habitaciones), buenas instalaciones y atento personal de recepción y el personal hizo que mi estancia una auténtica experiencia. Disfruté especialmente comiendo en el restaurante de la terraza con vistas a la plaza. Aunque me tuve que cambiar de habitación debido al ruido que sin embargo disfruté de mi estancia y estaba verdaderamente difícil dejar. El único comentario que puedo mencionar es,…",5,2015,1
1273,"La ubicación de esta magnífica antigua señora es genial, durante el día se puede ir andando al distrito histórico los alrededores por la experiencia del museo ... o simplemente ir de compras.  Los huesos de este hotel son fantásticas y la atención se le ha brindado en ella por un atento personal son evidentes. y no me podía imaginar Bogart bajando las escaleras y Hayworth en el piano bar (gracias clásicos Turner).  Creo que sería perfecto si podría haber una renovación que conservan la esencia del lugar pero actualizar los detalles.  El último criterio es ""Lo que me alojaría aquí de nuevo y lo recomendaría?"" La respuesta es un ruidoso Sí, he estado dos veces y sugirió que varias personas pasando por.  Todos los empleados del personal interior a los conductores me trató con la,…",1,2015,1
1274,"El servicio del buffet desayuno es muy bueno,el personal atento y una vista espectacular,nos tocó ver el desfile del 20 de noviembre. El joven que nos atendió Juan Calleja muy atento con nosotros es un lugar recomendado.",11,2019,1
1275,"Excelente todo sobre todo el servicio todos muy amables y atentos pero sobre todo Miriam Vázquez muy amable en todo momento la ubicación de hotel excelente , regresaremos pronto no finde en visitar el hotel de época ..",11,2019,1
1276,"¡¡Gran evento, como cada 2 años!!. Gracias a todo el equipo involucrado, por su organización y colaboración para que nuestros alumnos, familiares y amigos disfrutaran al máximo este día. Recomiendo ampliamente el Gran Hotel de la Ciudad de México para que realicen sus eventos. Mi especial agradecimiento a Mónica de la Rosa, Directora de Ventas. Como siempre al pendiente de que todo salga excelente. ",11,2019,1
1277,El buffet todo delicioso .. La atención de Daniel Chávez y Yolanda Flores . Hermoso lugar para venir a festejar alguna ocacion en familia y amistades.. Lo recomiendo excelente lugar para pasarla muy bien ... gracias por todo.,11,2019,1
1278,Excelente atención cetvicio y el bufete delicioso muchas gracias por sus atenciones al señor Daniel Chávez. Yolanda flores y al señor César Torres por todas us atenciones y al panadero delicioso gracias,11,2019,1
1279,"Muy ricos los alimentos como las salsas que se preparan en la mesa y el chuletón flameado con. Una exquisita salsa de chile habanero obscuro y mezcal, las bebidas a la temperatura exacta, muy buen servicio del personal como la señorita maria candelaria y Alejandro Bris",11,2019,1
1280,"La diferencia entre un buen restaurante y un excelente restaurante se vive en ""La Terraza"" en el gran hotel de la CDMX.  Comida y servicio de primer nivel.   Gracias en especial a Alejandro zarraga y Adán Mendoza excelente fotógrafo el Sr. Zarraga y capacitador de teléfonos para las fotografias",11,2019,1
1281,"Ambiente agradable un lugar acogedor lleno de historia . El buffet nuy rico los chilaquiles exqusitos ,el cafe muy rico,los wuafles me parecieron apetitosos . La tencion muy buena de Yolanda Flores y Cesar Torres. Muy centrico facil de llegar el lugar excelente vendremos mas seguido me facino gracias por todo....x",11,2019,1
1282,Nuestros meseros fueron Adán Mendoza y Alejandro zarraga los alimentos estaban muy ricos la vista magnífica todo en general excelente con gusto recom3ndaria este mágico lugar gracias por todo sin duda regresamos.,11,2019,1
1283,"Lugar muy agradable y acogedor con mucha historia, excelente vista a la plaza. La atención de la señorita Yolanda Flores y Maria Arévalo excelente. La comida muy buen sazón y buena presentación.La recomendaríamos plenamente para cualquier evento familiar, de amigos o de trabajo.",11,2019,1
1284,"Si puedes afrenta al precio, este hotel es una visita obligada. Habitación perfecta, un servicio perfecto, una ubicación perfecta. Sin duda volveremos algún día. Punto positivo: el servicio, el personal y la habitación. Punto negativo: el precio un poco más, pero no está mal.",7,2015,1
1285,Fantástico hotel histórico con techo increíble Tiffany. Situado justo en el Zócalo con todo tipo de tiendas y los puntos de referencia a poca distancia a pie. Hermoso edificio tanto por dentro como por fuera. Sin duda volveremos en nuestro próximo viaje a D. F.,7,2015,1
1286,"Éste es un hotel viejo con una hermosa arquitectura francesa, servicios de clase obrera y personal amable. Está en el corazón de la ciudad de México y se debe considerar si estás hecho con grandes nombres de hotel que ofrecen nada vale la pena su tiempo y dinero.",7,2015,1
1287,"Recomendaría este hotel y todo lo que ofrece a todo el mundo. Una forma mágica para experimentar la costeros cercanos y bulliciosa ciudad. Un hotel precioso, con un hermoso personal. El restaurante Terraza-Bar en la 4ª planta en particular es increíble - pregunta por Alex Z, Goma o Adam. Vista increíble. Vistas y servicio impecable. gracias ¡Muchos",7,2015,1
1288,"Este hotel es precioso. El servicio es excepcional. Las habitaciones son preciosas, la habitación bienvenida personalizada con un plato de postre con su nombre es una delicia. El techo de cristal es precioso. Restaurante de la terraza tiene una magnífica vista de la plaza.",6,2015,1
1289,"Yo estaba muy emocionados de alojarnos en este hotel. Vestíbulo y la habitación era impresionante. Si os gusta el estilo antiguo y no puede permitirse hotel muy caro, es una buena experiencia.  Sin embargo, el aire acondicionado no funcionaba muy bien. Sólo agua caliente corría. no hay agua fría. era extremadamente caliente! Algunas habitaciones son ruidosas. Si usted se está acostumbrando a hoteles de 5 estrellas, este no es el lugar para ti.  La ubicación es ideal para hacer turismo. El desayuno es normal. Hay muchos restaurantes locales están cerca, pero no la mejor.  Puede volver a este hotel, pero no estoy seguro. Quizás prefiero alojarme en un lugar más cómodo ...",7,2015,1
1290,"Las habitaciones son estupendas, pero ruidoso. Lo mejor de este hotel son los camareros en el restaurante de la terraza. Rafael B, Adan H, Alex Z, Gama y su director, Oscar R. nos dio un excelente servicio. Fantástico!",7,2015,1
1291,"Reservamos una suite junior con vistas al Zócalo y conseguí una oferta de última hora increíble en el precio. El Tiffany techo es espectacular, y el hotel merece la pena una visita para ver el vestíbulo incluso si no te alojas allí. El botones nos enseñó a nuestra habitación a través del ascensor original y nos dijo acerca de la historia de el hotel, que una vez fue un almacén. Nuestra suite tenía una sala de estar, un gran dormitorio con cama con dosel, y unas vistas impresionantes. Disfrutamos de un café por la tarde y luego cenar en el restaurante de la terraza, que estaba abierto hasta las 11:00 los domingos. El menú de la cena era limitado (y no tenía opciones vegetarianas), pero el bar de ensaladas y las bebidas deliciosas.  Hay mucho que ver en la ciudad de México que lo,…",7,2015,1
1292,"Uno de los mejores hoteles en los que me he alojado. Precioso hotel con historia maravillosa en el medio del distrito histórico en el DF. Alfredo y Irma, Gama, Alex 2 servidores y Adan eran increíbles. Fredi el botones era informativo y servicial. Todo el personal era excepcional!",7,2015,1
1293,"Hotel está deteriorado y en mal estado. Las habitaciones no están mal pero ruidoso todo el día y la noche. Electric cortes cada día en las habitaciones, pero no el vestíbulo principal??? Hotel le falta calidez. Situado en la plaza principal que tiene todo lo que quieras ver en un solo día. Lo recomiendo encarecidamente alojarse en otro sitio y haciendo una visita de un día.",7,2015,0
1294,"Los meseros fueron Alejandro Zarraga y Ventura Ibarra, el servicio fue muy bueno y la experiencia en general es bastante buena!la comida en general es excelente el postre eran ricos las fotos tomadas excelentes",11,2019,1
1295,Mis meeserod fueron Alejandro zarraga y ventura Ibarra muy atentos con excelente actitud brindando excelente servicio la comida esquisita para todos los gustos ambiente familiar y con una vista única de la plaza de la Constitución de la CDMX.,11,2019,1
1296,"Miriam Vázquez Arredondo Maria Arevalo. Buen trato, amabilidad, servicio excelente y la comida deliciosa. Recomiendo ampliamente el lugar, preciosa vista, tranquilo para  reunirte con seres queridos. Gracias por su atención.",11,2019,1
1297,"Rico desayuno con amigas en Gran Hotel de la ciudad, muy buena atención de las sritas. Vázquez y María Arevalo. Ambiente tranquilo y agradable para una gran plática. Estuvimos por horas. Excelente ubicación.",11,2019,1
1298,"Miriam vazquez Maria Arevalo, excelente servio, gracias por la atención! La comida que ofrecen es deliciosa y de gran calidad, un lugar bastante tranquilo y recomendable para una charla totalmente a gusto.",11,2019,1
1299,Magnífica atención y la comida es buena el desayuno tipo buffet  con los wuaffles muy rico gracias al mesero César torres y a Miriam por todas sus atenciones estaré con todai familiapronto con más cumpleaños,11,2019,1
1300,Cesar Torres Miriam vazquez excente servicio muy amables gentiles atentos el buffet me agrado los waffles deliciosos regresaremos nuevamente la vista es agradable el ambiente muy tranquilo muchas felicidades,11,2019,1
1301,"Muy hermoso el hotel y sus instalaciones , muy limpio y sabor el los alimentos. Recomiendo que ponga un poco más variedad en el buffet Le agradecemos al joven Juan David Calleja por su amable atención y recomendación . Esperamos volver pronto.",11,2019,1
1302,"Los meseros fueron muy amables sus nombres son Alejandro zarraga y ventura Ibarra el capitán Raúl Cangas, mi experiencia en este hermoso lugar causa cautivacion en vista, en atención  lo máximo y se eleva mi sentido del gusto con el buen sabor de todo lo probado aqui, super recomendado 👌",11,2019,1
1303,"Mi meseros fueron Alejandro zarraga muy atento, nos dio un excelente servicio. La comida es muy buena y el ambiente muy cálido y agradable, la vista da directo al zócalo y en la trade se ve muy lindo.",11,2019,1
1304,"Es un hotel histórico es muy hermosa, con el mayor techo de cristal de Tiffany del mundo, con un gran patio interior abierto con todas las habitaciones que dan al patio, que le permite mirar siempre en este magnífico techo. El desayuno en la terraza ofrece impresionantes vistas de la ciudad, ya que disfrute de los platos americanos y mexicanos los alimentos del desayuno para empezar el día. Situado en el corazón histórico de la ciudad de México y en nuestro último día allí, nos entretuvo algunos mexicanos nativos antiguos actuando su danza nativa y ceremonias en la plaza en frente del hotel, y luego nos aventuramos en la catedral en la plaza, donde el cardenal de México estaba actuando la masa, fue bastante increíble. La habitación del hotel era algo especial con 10 pies techos,,…",7,2015,1
1305,"Hotel de primera clase, no tengo ninguna queja. Seguro, limpio, buena comida, y todos muy_nup amables. Bien, tengo que ir inglés, esto era un impresionante hotel que ofrece un buen servicio, comida, y la ubicación es fantástica. Volveré a visitar este lugar de nuevo ya que tiene todo lo que hay en su entorno.",7,2015,1
1306,"Me he alojado a sólo 3 días y dos noches y fue suficiente para disfrutar de la más elegante, económico, cómodo y extremadamente rápido y de alta calidad lavandería y servicios de sastrería, seguridad 24 horas, caja fuerte y agradable. Una ubicación increíble en medio de la ciudad y accesibles para todo el viaje. El equipo de dirección y conserjes servicios son increíbles, accesible y 100% profesional. Todo el tiempo pendiente para ofrecer los mejores servicios al cliente. En mi salida que he tenido el placer de conocer al director general y yo haberle ofrecido un feedback de mi estancia.",7,2015,1
1307,"Un gran lugar para visitar México, que se quede en la mejor ubicación. Disfrute una impresionante arquitectura, personal amable y profesional. Hay un restaurante en la azotea con vistas Zócalo. a un precio muy razonable, genial para el almuerzo y la cena. Este hotel es mi 100 % recomendación, ¡vaya!",7,2015,1
1308,"Mi hermana y yo nos quedamos en el Gran Hotel Ciudad de México durante nuestra corta estancia en la ciudad de México. Decidimos derrochar después adversidades en albergues para las 2 semanas antes que quieren algo un poco 'pantalones elegantes' antes de nuestro vuelo a los Estados Unidos. Sin duda no me decepcionó. El personal es genial en el hotel. Nos recibió Freddy al final de la calle y que llevan a cabo las maletas en el vestíbulo y nos dirigimos a ofrecer una copa de vino mientras nos registramos. Él entonces nos llevó hasta nuestra habitación en el 'ascensor tercero más antiguo en América Latina"" y comparte la historia del edificio, así como algunas recomendaciones para cosas que hacer y ver. Estuvimos muy contentos con nuestra habitación, estaba limpio, espacioso y bien,…",7,2015,1
1309,"Fuimos al restaurante de la terraza para el buffet sábados por la mañana, servicio excelente- camareros maravilloso, especialmente Alex Gama. La comida era abundante y tenía muchos platos mexicanos auténticos además de lo habitual, fruta, huevos, etc. Increíble vista del Zócalo - es una zona cubierta pero lados abierto para disfrutar de la brisa marina. Muy recomendable. Tienes que llegar temprano para conseguir una mesa cerca del lado del restaurante con la mejor vista. Sólo me clasificado el restaurante ya que no nos quedamos en el hotel",8,2015,1
1310,Yo estaba por turismo y decidimos pasar algunos brunch en este hotel. Recibí un gran servicio de Alex Gamaciel. La tortilla era tan bueno y conseguir una cerveza para lavar fue super. Las vistas desde la 4ª planta era increíble.,8,2015,1
1311,"Me alojé durante 6 noches en el hotel con mi madre. Justo cuando nos registramos en el ambiente de este hotel te adelanta. Está perfectamente situado para visitar la ciudad y te envuelve la gracia y la belleza de la época que fue construido. Cuando haces el check in, te llevan hasta el ascensor más antiguo en la ciudad de México después de ofrecerle un poco de agua o champán! Nos pasaron debido a nuestra necesidad de dos camas y cuando entramos en la habitación, nos impresionó mucho por su tamaño. Gracias a Sergio, Fredy y Cynthia para ayudarnos en la recepción con todas las peticiones que tuvimos! Ah, y tienen una comida en la terraza. el restaurante es increíble!",7,2015,1
1312,No me puedo quejar de este hotel en absoluto. Está en un lugar ideal en la ciudad de México central. Hay un encantador bar de terraza para comer la cena y el almuerzo. El brunch buffet es uno de los mejores que he probado. Las habitaciones son espaciosas y muy bien distribuida. El destacado es el nivel de servicio del personal y sus esfuerzos para asegurar que usted siempre son confortables. Sin duda lo recomiendo y si vuelvo a visitar la ciudad de nuevo sin duda me alojaría aquí de nuevo,8,2015,1
1313,"Gran ubicación, limpio, servicio de campesinos. Portero, recepción nos hizo la estancia merezca la pena. Las vistas desde el forth restaurante de la planta baja son geniales, el clima en verano es mucho más fría de lo esperado. Plaza central muy concurrida, con muchas tiendas muy bonitas a menos de una manzana del hotel.",8,2015,1
1314,"Gran atención y calidez, en especial tengo que reconocer la atención de los meseros Bruno y Lázaro, pasamos una agradable tarde festejando el cumpleaños de mi mamá, gran servicio! Volvería de nuevo, una gran experiencia! ",11,2019,1
1315,"Lázaro y Bruno nos atendieron excelente,los alimentos muy ricos y los postres deliciosos.  El capitán Raúl te recibe con una sonrisa. La vista magnifica al zócalo de la capital. Esperamos volver pronto!!!!!",11,2019,1
1316,Una amiga visitó el país desde Argentina y está sin duda fue la mejor opción para que comenzara a conocer la ciudad. Todo estuvo buenísimo y el servicio muy cordial y atento. Cesar Torres nos atendió de maravilla. Seguro volvemos antes de que se vaya.,11,2019,1
1317,"Me encantó la atención y el servicio es excelente sobre todo de César Torres y Yolanda Flores, excelente comida, la pancita, los huevos rancheros, los juegos son naturales, etc. Además de que se come con una tranquilidad excelente. Todo recomendado.",11,2019,1
1318,"Excelente desayuno y servicio de Yolanda Flores y César torres todo muy bien . El desayuno bufette que ofrecen muy bien y rico ... Los chilaquiles ,la pancita muy rica el café un exquisito sabor.. Regresariamos pronto y gracias por sus atenciones.... Felicitaciones",11,2019,1
1319,"María Arévalo Miriam vazquez excelente servicio, excelente actitud de servicio. Siempre atentas. Muy recomendable el espacio es amplio, excelente vista. Accesible ubicacion. Y los alimentos tienen muy buen sabor.",11,2019,1
1320,"Miriam Vazquez Maria Arévalo un excelente servicio, la comida riquísima a precios accesibles y un ambiente muy agradable para cualquier ocasión, súper recomendable para visitar en la Ciudad de México.",11,2019,1
1321,"El servicio es excelente y la comida está muy rica Nos atendió César torres y Yolanda Flores  El buffet está muy rico y variado, lo recomiendo completamente para cualquier ocasión que amerite venir a un buen lugar",11,2019,1
1322,"Miriam Vázquez María Arévalo. Excelente servicio, los alimentos frescos y deliciosos, el servicio muy bueno, esperamos regresar pronto.Es un hotel de época muy bonita la vista el vitral es muy bonito..",11,2019,1
1323,"Excelente servicio por parte de Miriam Vázquez en la atención del Restaurante, lo recomendamos mucho. La vista es espectacular y el desayuno delicioso. Una visita que no deben perderse en la Ciudad de México",11,2019,1
1324,"Si estás buscando una experiencia especial de la ciudad de México, este es el lugar para alojarse. Situado justo en el zócalo, no hay escasez de cosas que hacer de todos a poca distancia a pie. Yo podría sonar como yo trabajo para este lugar, pero a mí no. Me han tratado muy bien aquí, aunque no he trabajado en mi colegio español desde hace 12 años. Me dieron la bienvenida en la puerta con historias sobre el arte y la arquitectura de este precioso hotel (gracias Javier), nos dieron una copa de champán gratuito como me registré, y nos han tratado como no soy simplemente de un tipo gordo de Dakota del Norte. El restaurante y bar Terazza en las instalaciones, y no puedo recomendar la vista y el servicio lo suficiente. Tiene vistas al Zócalo, y me dieron nada pero el amor de Adan,,…",8,2015,1
1325,"Gran hotel Ciudad es un bonito hotel situado en el corazón del centro histórico de la ciudad de México. Cerca del Zócalo, Catedral Metropolitana, el Templo Mayor, el Palacio Nacional y más sitios de muchos, es la opción perfecta para los que van por primera vez (como nosotros) a Ciudad de México.  En primer lugar, todo el personal, desde el conserje, servicio de habitaciones, y los camareros son muy amables y serviciales. Por desgracia no recuerdo los nombres de todo el personal que nos ayudó. Me gustaría felicito especialmente José Luis de conserje y Agustín de la Gran Ciudad Café para hacer de nuestra estancia cómoda! Mi marido y yo nos alojamos en el hotel por 9 días, y nos dio pena irnos.  Lo más destacado: - A la llegada, nos trataron con champán. Incluso me ofrecieron una,…",8,2015,1
1326,"Nos encantó nuestra estancia en la ciudad de México, en este hermoso hotel. El vestíbulo, en el techo de cristal de Tiffany y ascensores vintage están muy bien. Si estás buscando un estilo moderno en su habitación, este no es el hotel para ti. Las habitaciones están pasadas de moda (como se ajusta el hotel) sin ser viejo. Muy cómodo. El personal era increíblemente amable y servicial, lleno de información útil y ofrece bebidas, cálidos saludos. El restaurante de la terraza es sin duda vale la pena una visita o dos. La vista de la plaza es impresionante, las margaritas enorme y la comida deliciosa, y comparado con los restaurantes clave más económicos por el barrio a un precio muy razonable.",7,2015,1
1327,"Gran hotel Ciudad de México es un hotel de primera clase con gente excepcional aquí para servirle. Muchas personas buenas trabajan aquí. Javier siempre me dieron mi esposa y yo con una amable sonrisa. Mi nuevo Salvador amigos, mancos, y Fernando tomó medidas adicionales para asegurarse de que nuestra estancia fuera cómoda. Hay un fantástico restaurante en la primera planta. Si vas por la mañana y encontrar Oscar R. , Esteban, y Luis estará en buenas manos. Disfrute de su estancia!",8,2015,1
1328,"Este hotel es precioso, no sólo es el edificio en sí hermoso, pero el servicio es genial. Me alojé aquí solo dos noches. Mientras que las habitaciones es exigente y menos moderna de lo que normalmente como éste está en consonancia con el edificio y en realidad fue un cambio agradable. Camas preciosas, ducha, wifi buena. formulario me dejó en la habitación fue un plato de postres La oferta ""darme la primera noche. La ubicación es perfecta, justo en el Zócalo pero no era ruidosa u ocupado. El buffet de desayuno es increíble. Nunca he tenido algo así. Si usted busca en la web hacen $1 ofrece. Así que vale la pena. La vista y la comida es increíble. Hubo una confusión en mi cuenta con el desayuno y precios pero todo se solucionó sin mucho aliento de mí. Los botones muy servicial.,…",8,2015,1
