calificacion,fecha,nombre,opinion
ui_bubble_rating bubble_50, diciembre de 2017,astrid j,"Me encantó este Hotel, absolutamente todo el personal es muy muy amable. Apenas entras y tiene un olor magnifico, la atención al llegar que te reciban con un vaso de agua es genial, la vista de la terraza es única, el sabor de la comida exquisito, la atención de los meseros muy buena, la cama super cómoda. Sin duda volveré pronto!  Gracias Alex!!!"
ui_bubble_rating bubble_50, enero de 2018,Iru C,"En el corazón del Centro Histórico, con unas vistas impresionantes del zócalo.  Es un hotel con detalles tradicionales, impecables. Las habitaciones son algo pequeñas (habitación de lujo para dos personas), pero muy cálidas, con todo lo necesario para unos días confortables en el DF.  El desayuno es  riquísimo y la atención de todo el personal es de gran amabilidad, además de tener una vista que es una postal de la ciudad de México.  Hermosa estancia en este hotel, con la mejor ubicación para quienes queremos ver  la historia colonial."
ui_bubble_rating bubble_50, febrero de 2018,Jovarro,"El hotel es pequeño con un gran servicio. Desde la llegada los bellboys están muy atentos a tu llegada y ofrecen ayuda inmediata. El registro fue rápido, eficiente y muy amable. Las habitaciones y pasillo se nota que estàn siendo remodelados. La decoración de muy buen gusto y a detalle la limpieza, las amenidades del baño de muy buena calidad. La vista desde el restaurante no tienes que perderla, su comida excelente y porciones muy vastas. Sin lugar a duda un lugar para vivir el Centro de la Ciudad de México con muy buen gusto. "
ui_bubble_rating bubble_50, febrero de 2018,Magda A,Muy interesante. Es el centro histórico per se de la ciudad que concentra los edificios públicos y la Catedral Metropolitana. Además rodeado del centro comercial con acceso a compras restaurants peatinales y músicos callejeros de muy buen nivel artístico.
ui_bubble_rating bubble_50, enero de 2018,Luis A,"Estupenda experiencia, todo muy delicioso pero sobre todo muy acertadas las sugerencias de los señores Daniel Chávez,Luis Noriega y Capitán Hugo Arzarte, agradecidos con su estupendo servicio ,muy atentos y estando al pendiente de todo mi familia se sintió muy a gusto y con muchas ganas de regresar.  Gracias por todo! "
ui_bubble_rating bubble_50, enero de 2018,titomedina,"Excelente ubicación con una preocupación increíble por sus pasajeros muy bien atendidos con un restorante con una vista magnífica en el 6 piso del lugar, además de su personal muy calificado, tienen agua embotellada y manzanas disponibles siempre, cuenta con gimnasio "
ui_bubble_rating bubble_50, febrero de 2015,james a,"Después de un largo vuelo desde Inglaterra es un gran lugar para comenzar su visita a México. Todo el mundo es muy amable y acogedor, y nada es demasiado problema. Habitación era excelente y muy cómodas. Fuimos al restaurante para una copa, que tiene vista a la plaza - no comer allí, pero era evidente que todo el mundo estaba disfrutan de su comida y la vista desde la terraza de la azotea es bien vale la pena visitar. Sin duda, me volveré a alojar allí un día más."
ui_bubble_rating bubble_50, febrero de 2015,Gordon M,"Elegimos este hotel por su ubicación céntrica en la ciudad de México. A la llegada nos dieron una gran bienvenida por parte de la recepción y el personal de conserjería y nos llevaron a una habitación en la 4ª planta. La habitación era grande, ambiente y muy limpia, con una excelente vista al Zócalo. Cama era muy cómoda y limpia. Se Dispone de botellas de agua de cortesía todos los días en la habitación y fruta fresca y agua en cada piso. El restaurante tiene unas vistas preciosas pero nos decepcionó la comida que pedimos. Las mujeres de los servicios de los clientes son muy serviciales a la hora de organizar excursiones y siempre disponible para dar consejos. Una experiencia placentera en general."
ui_bubble_rating bubble_50, febrero de 2015,Joanne L,Llegué tarde en la ciudad de México para encontrar que mi reserva (confirmado por Expedia en Hampton Suites) se perdió y SA estaba lleno. Me encontraron una habitación en Zócalo Central y me quedé muy feliz. La ubicación era perfecta para una exploración del distrito histórico. He oído la banda marchando por la mañana y las campanas de la iglesia pero estaba muy tranquilo. Flores frescas en todas las áreas públicas y cerámica talavera. La terraza restaurante era genial para tomar una bebida o un desayuno mexicano. Reservar una mesa al aire libre.
ui_bubble_rating bubble_50, febrero de 2015,huwnan w,"Me alojé en este hotel, muy bien situado, personal acogedor, especialmente recepción y el servicio al cliente señora - nada era un problema. Comida en el restaurante de la planta 6 de primera clase, y agua, fruta y sabrosas exquisiteces para una estancia estupenda, volvería cualquier día."
ui_bubble_rating bubble_50, febrero de 2015,Amy C,"Usted no puede pedir una mejor ubicación en la ciudad de México. El hotel da al Zócalo, la plaza más bulliciosa de la ciudad, y está a poca distancia a pie de numerosos lugares de interés y restaurantes. Pero a pesar de estar en el medio de todo, este hotel es todo calma y tranquilidad. Verá la acción en el Zócalo si reserva una suite junior, pero no oír. Las habitaciones son espaciosas y tienen calefacción/aire acondicionado. El servicio es atento. terraza del tejado y el restaurante/bar tiene buena comida y la mejor vista de la ciudad. No se pierda el buffet de desayuno. es caro, pero delicioso y le Prime por un día de hacer turismo."
ui_bubble_rating bubble_50, enero de 2015,youtsey57,"La ubicación del Zócalo Central es increíble ... está situado en el corazón del centro histórico de la ciudad de México donde puedes andar por laberinto de estrechas calles se calienta a su contenido. Pero para mí la mejor parte de mi estancia fue el gran servicio de atención al cliente de los empleados del hotel. Un hombre recorre en destaca, su nombre es Mitlon. Él estaba trabajando en la recepción a mi llegada y me ayudaron con el registro. Su conocimiento de la zona es increíble y ya que soy un visitante regular a la ciudad de México por negocios sugirió lugares a donde ir que donde no tan conocido pero digno de una visita durante mi tiempo libre, uno era el Panteón Civil de Delores en Chaputtepec Park, donde muchas personas famosas están enterrados. (No me gusta que Milton,…"
ui_bubble_rating bubble_40, marzo de 2015,Hauke T,"Me gusta mucho este hotel. Tiene carácter, acogedor y atento personal y una magnífica ubicación. Mi habitación tiene vista a la plaza principal, por lo que una gran vista de la acción, incluyendo una vista de pájaro de la ceremonia recaudación de bandera diaria. Aparte de la vista, mi habitación es preciosa (todavía estoy en lo escribo), amuebladas con gusto y de tamaño generoso. Es un poco debido a la ubicación, pero la vista fácilmente lo compensa. Si te gusta dormir, puede que quieras evitar las habitaciones en la parte delantera en la 5ª planta como el raspado de sillas del restaurante encima comienza a las 7 de la mañana y dura hasta tarde. No me importó demasiado, aunque. Comí en el restaurante dos veces - muy buena calidad y un atento servicio y una buena relación,…"
ui_bubble_rating bubble_40, marzo de 2015,Sleepyhead999,"Nos alojamos en el hotel Zócalo Central durante dos días a principios de marzo, y tuvimos una experiencia muy positiva en general.  Puntos positivos: - El paseo de - 30 segundos de ubicación del Zócalo - quizás el mejor hotel en la ciudad de México? - La sexta terraza del piso - teníamos el desayuno hasta allí en ambos días, así como una copa en una noche. restricciones vista del Zócalo, por lo que pudimos ver, sin duda, el único techo terraza alrededor del perímetro del Zócalo. No es barato, pero es de esperar que - y ¡qué vista! - Servicio de principio a fin, el servicio que recibimos del personal de recepción, conserje (o ""servicios"") y el personal en el bar en la terraza fue educado, amable y servicial - Unlimited bottled water - Ciudad de México no tienen agua potable del,…"
ui_bubble_rating bubble_50, marzo de 2015,Gail G,"Reservé Zócalo Central en línea, sin saber mucho de ella. Qué linda sorpresa de encontrar un reluciente de limpio hotel; con un precioso, personal atento, un hermoso tejado terraza para comer; y lo dejan muerto Catedral y Plaza vistas desde mi suite junior ventanas. Una mujer que viaja sola, me sentí seguro y cuidado en este maravilloso lugar. voy a tener que pasar esta recomendación a todos mis amigos."
ui_bubble_rating bubble_50, marzo de 2015,Wrenander,"Excelente ubicación en la plaza. La habitación estaba limpia y tenía buenas comodidades. El personal de recepción era fabuloso. Atento y servicial. Nada era demasiado problema. El conserje nos ayudó con los taxis, las direcciones de los lugares y donde para hacer algunas compras. Las comidas que tuvimos en el 6Â° piso eran geniales. El agua embotellada y fruta gratis en cada planta era un bono de bienvenida. Un gran lugar para alojarse. Si alguna vez en Ciudad de México este lugar sería muy difícil de superar. Muy recomendable."
ui_bubble_rating bubble_50, diciembre de 2017,Marce,"Todo estuvo en punto. Todos los que nos atendieron fueron muy, muy amables, el desayuno estuvo muy rico, las habitaciones limpias, las camas muy cómodas, y podría seguir así un rato. ¡Recomendadísimo!"
ui_bubble_rating bubble_50, diciembre de 2017,karen p,"Es ideal para conocer el centro de la ciudad y moverte hacia diferentes puntos, el restaurante es excelente para desayuno y la vista preciosa, personal amable, como todos los edificios históricos del centro es bastante frío por las noches."
ui_bubble_rating bubble_50, diciembre de 2017,Nereyda C,"excelente hotel excelente ubicación las camas super deliciosas el descanso estuvo genial, la atención de todos en esperecial de Eduardo (de atención central) estuvo de lo mejor, siempre me quedo en estos hoteles pues la satisfacción es TOTAL."
ui_bubble_rating bubble_40, noviembre de 2017,gennessis7,muy satisfecha con la atencion del persona; del hotel Zocalo Centra.  l en especial la Señorita Masha muy amable y profecional en general muy bien atendida mi familia y yo me encantaria regresar    viaje inolvidable
ui_bubble_rating bubble_50, noviembre de 2017,Lucia L,"La ubicación, su atención y servicio son excelentes, sus habitaciones muy cálidas y confortables. Su cava esta muy bien seleccionada con la forma particular de preparar sus menúes han logrado una especialidad al combinar su cocina con el toque muy especial del chef; ni que decir de su vista a la Plaza Mayor es especular!! toda una experiencia cultura y gastronómica."
ui_bubble_rating bubble_50, diciembre de 2017,Mayahuel M,"Hice reserva en la terraza para tomar el brunch o almuerzo con mi novio, al llegar la recepción fue muy amable y ya tenían nuestra mesa lista, la vista es espectacular y están siempre al pendiente de que el sol no te moleste en tu comida, la comida por su parte es deliciosa, las mimosas de mandarina me encantaron, el servicio de Alfonso también fue impecable, estuvo atento de que necesitábamos, muy recordable, lo único es que si vas al menos en el desayuno preguntes por los paquetes, ya que no te los ofrecen, nosotros no sabíamos y consumimos lo de dos, pero nos lo Cobraron individual y el precio si es muy notable. "
ui_bubble_rating bubble_50, diciembre de 2017,Roberto S,"Desde Febrero 2017 hice la reserva con el Hotel Zócalo Central, y en realidad en un inicio lo hice por su excelente ubicación. Con el tiempo fui averiguando sobre el hotel, y creía haber realizado una buena elección...(tocaría esperar a que llegara el momento para ver si en verdad había hecho elegido bien)  Ahora bien por fin está semana concrete mi visita y la imagen que me llevo hoy que me voy es 100% positiva. Algo muy cierto es eso de ""la primera imagen es la cuenta"" y sin duda alguna está primera visita nos deja un gran sabor de boca.  Un hotel con una excelente ubicación. El personal a cargo, en verdad que está comprometido en hacer sentir a los huéspedes como en casa. Las instalaciones excelentes. El restaurante y su personal es de alta calidad. En verdad que no me,…"
ui_bubble_rating bubble_50, diciembre de 2017,FrankieMexicoCity,"Muy buen servicio, la comida muy buena, el capitán Chris,Miguel, ofrecen un excelente servicio, hace poco hicieron una transmisión en la radio, se quedaron cortos es un excelente lugar felicidades al chef. Muy recomendable"
ui_bubble_rating bubble_50, diciembre de 2017,JMPalacios,"Nos había gustado el hotel por las fotografías y la ubicación en el Centro Histórico, sin embargo, nuestras expectativas fueron superadas. La infraestructura muy bien cuidada, habitaciones bonitas, y la ubicación buenísima, pero especialmente la increíble atención de su personal. Desde la llegada, una cálida bienvenida de parte de Antonio y Luz, Alberto en la puerta, siempre con una sonrisa y atento a cómo amanecimos, como la estamos pasando, etc., Alejandra, super atenta y Patricia preocupada y dando seguimiento al pequeñísimo inconveniente que tuvimos con la calefacción, que por cierto, buscaron solucionar de forma inmediata.   Expectativas superadas con creces, definitivamente invitados a regresar. Felicitaciones!!!"
ui_bubble_rating bubble_50, diciembre de 2017,Cuqui M,"Destaco a Alejandro, en recepción  a Antonio, Luz y Lorena y en cuanto al restaurant a Yaneri por su grata atención y la camareras de la habitación. ... Excelente ubicación  y agradable ambiente ! Totalmente recomendado..."
ui_bubble_rating bubble_40, marzo de 2015,ArtemisLDN,"Un gran hotel en una ubicación fantástica. El personal es muy atento y amable. Nuestra habitación era * enanísimo * , daba al patio y era muy oscura. Estaba limpio y las instalaciones que estaban bien. El restaurante de la terraza es genial, el desayuno fantástico, bebidas genial. Muy buena estancia!"
ui_bubble_rating bubble_50, marzo de 2015,Soctraveler,"Viajé con mi esposa a Ciudad de México semana pasada y después de mucha investigación (y comentarios favorables TripAdvisor) nos instalamos en un vuelo/hotel paquete y estancia en el Zócalo. Ya que era nuestra primera vez en la ciudad, queríamos una ubicación céntrica, a poca distancia a pie del centro histórico de la ciudad. Zócalo Central ofrece esto y más. Como nos paso de nuestro taxi nos recibió nuestro nombre y nos dieron una bienvenida rápidamente un refresco y una toalla caliente. El check-in fue rápido y nos mostraron nuestra habitación de manera oportuna. Nos alojamos en el tercer piso con vistas a la ciudad, con una nevera con fruta fresca y agua embotellada justo fuera de nuestra puerta. Internet Wi-Fi disponible y la habitación era muy tranquila por la noche. La,…"
ui_bubble_rating bubble_40, marzo de 2015,avi32473,"La mejor ubicación en la zona histórica cerca. excelente servicio plaza Zócalo. El personal es muy profesional y estará encantado de ayudarle. agua gratis y appels. Precioso restaurante en la azotea, sirve un buen desayuno. La única queja es la cama demasiado pequeña."
ui_bubble_rating bubble_40, marzo de 2015,passionfruitsin,"Situado justo en el centro histórico de Ciudad de México, sería la opción ideal para un día o dos de la estancia. Ofrece una vista estupenda de su 6ª planta restaurante y provee a los huéspedes con suministro ilimitado de agua embotellada, manzanas y tiene un hielo máquinas en la 3ª.  Sin embargo, la cama es tan pequeña que una pareja tiene que dormir acoplarse para una buena noche de sueño. Estaba allí por 4 noches, y no había una noche de buen sueño ya que cada esquina se haga, que están obligados a ir a tu pareja. La comida en la bodega también es normalito. Yo no recomiendo alojarse aquí por más de 2 noches si uno lo desea una gran ubicación en la ciudad de México para caminar."
ui_bubble_rating bubble_50, marzo de 2015,Paulina0107,"Mi experiencia en general fue maravilloso! Desde el momento en que entramos hasta el momento en que nos fuimos. El servicio fue maravilloso y la zona era muy seguro y hermoso. El hotel empleados siempre preguntar dónde íbamos y cuánto nos íbamos a estar fuera y si no volver lo llame a nuestro conductor de taxi. Si es la primera vez que íbamos como la nuestra era, te sugiero que para conseguir el servicio de taxi desde el hotel. Fue un par de dólares más, pero vale la pena. Nuestro conductor de taxi era Fernando y él era prácticamente nuestro guía turístico. La vista desde el restaurante en el balcón es impresionante. Soy maravillados con lo maravilloso mi experiencia en general fue."
ui_bubble_rating bubble_40, abril de 2015,Ricardo M,"Este hotel está en una ubicación perfecta en el distrito histórico. A pasos de la Catedral, la plaza Zócalo, un montón de opciones de comida, y el metro. Todo el personal era genial y muy servicial. La guinda del pastel fue el candy te dan cada noche, botellas de agua, y el uso gratuito de los Ipads en el vestíbulo. Las habitaciones son muy bonitas y de buen tamaño. No cabe duda de que volveremos a este lugar."
ui_bubble_rating bubble_40, marzo de 2015,rafalution_2009,"Este hotel de 4 estrellas está ubicado en el centro histórico de Ciudad de México. La famosa Plaza de la Constitución ( ""Zócalo"") y la catedral principal de la ciudad está a tan sólo unos minutos de distancia.  El registro fue rápido y eficiente. El personal en general hablaba bien inglés especialmente la recepción y el conserje.  La habitación era bastante pequeña pero la distribución era bastante decente. La cama, que era más pequeña que una reina, era bastante cómoda pero las sábanas nos sentimos bastante antiguo y sin duda de sustitución. Si te alojas en pareja (o 2 por habitación), es aconsejable reservar una habitación más grande. Hay una televisión de pantalla plana, caja fuerte y un Nescafé entusiasmo máquina de café. Al ser un hotel de ciudad, que tendrías algunos,…"
ui_bubble_rating bubble_50, marzo de 2015,Ludwig W,"El Zócalo Central fue una excelente elección, estuve 9 noches mientras hacer excursiones de un día alrededor y afuera de Ciudad de México. El hotel está en una ubicación perfecta, justo en la esquina del zócalo, o plaza principal, en la ciudad de México. La habitación era espaciosa, impecable, y la terraza restaurante en la 5ª o 6ª planta da en el zócalo, así que además de muy buena comida (probamos el desayuno buffet y la cena de menú a la carta, ambos muy bueno! ), la vista era encantador.  Una de las mejores partes de mi estancia en el hotel fue el personal de conserjería, que estaban de guardia desde antes de que yo nunca me desperté hasta tarde en la noche. Varios de el personal de recepción era muy bueno, pero me gustaría especialmente el increíble servicio de Tania. En,…"
ui_bubble_rating bubble_50, marzo de 2015,Karin M,"Estamos a punto de acabar una estadía de 5 noches en este hotel y ha sido nada pero estupendo. Nos recibieron con agua, arroz frío/canela/copa de leche, dulces y una toalla refrescante. La habitación tiene dos camas individuales y es de un buen tamaño. Es muy tranquilo y hay un control de la temperatura. Estamos ubicados justo al otro lado de la calle de la Plaza, Catedral, Palacio Nacional, y a una cuadra del Templo Mayor, una ubicación estupenda. Hay muy buenos restaurantes en las inmediaciones. El personal es muy servicial y agradable, y hacer todo lo posible para servirle. Agua embotellada gratis cámara frigorífica y manzanas están siempre disponibles. No hemos comido en el restaurante pero hay un restaurante en la azotea con unas vistas fantásticas. También hay una sala de,…"
ui_bubble_rating bubble_50, marzo de 2015,explorediving,"Este hotel está en una ubicación perfecta en el distrito histórico. Lo que realmente destaca es el personal, especialmente la Sra. Hernández. Ella trabaja en el mostrador de conserjería y me ayudaron en organizar viajes al otro lado de la ciudad a los sitios que queríamos visitar. Ella también estaba por encima y más allá para organizar una guía de una zona en la que es más difícil de encontrar. Una gran experiencia."
ui_bubble_rating bubble_50, noviembre de 2017,Laura S,Excelente. Atención muy especial  Persona muy amable y dispuesto. Restaurant en terraza excelente. Confort absoluto. Ayuda para tours. Mucho personal disponible. Manzanas y agua a disposición permanente 
ui_bubble_rating bubble_40, octubre de 2017,AlexLeRu26,"Gran hotel ubicado justo en el centro histórico de la CDMX, con una excelente vista al zócalo y a la catedral. Nos quedamos en la suite Alameda, cuenta con 2 camas dobles, un área tipo estancia en el mismo espacio de la habitación, el bano en excelentes condiciones y muy amplio.     En general el trato siempre fue muy amable, tanto en recepción como por Luisa, la persona encargada de la limpieza de nuestra habitación. Siempre fue atenta y considerada con nosotros.      Al llegar a recepción te reciben con agua fresca y toallas para refrescarse, después al entrar a la habitación te reciben con una nota de bienvenida, y unos dulces (muy buenos detalles).     Las camas están muy cómodas, en general no se tiene ningún problema para el descanso, solo en este caso en particular, algo,…"
ui_bubble_rating bubble_50, septiembre de 2017,diego c,exelente atencion en especial de lorena de recepcion el dia que llegamos hubo una replica y tubimos que salir del hotel lorena nos acompaño y estubo todo el tiempo con nosotros algo que me parecio exelente en mas nos dio su numero de tel. particular por cualquier cosa el hotel 10 puntos exelente ubicacion exelente atencion de todos sus empleados
ui_bubble_rating bubble_50, septiembre de 2017,Abel Ignacio C,"Felicitaciones  FELICITACIONES !!!!!!! Todo fue excelente nos hicieron sentir como en casa.   La atención, la cordialidad demostrada por el personal del hotel , el compromiso por la atención y que nos sintamos bien, fue demostrada por todo el personal, con una amabilidad amistosa y sincera que estuvo más allá de lo formal"
ui_bubble_rating bubble_40, noviembre de 2016,BunnyPinina,Realmente recomiendo este hotel que esta bien ubicado y cerca de todo. El ambiente es muy agradable y la atención es buena. El cuarto es bastante amplio y la cama es comida. No habia mucho ruido de noche asi que podia dormir sin problema. 
ui_bubble_rating bubble_50, octubre de 2017,JGMONTM,"El zócalo es una zona muy agradable, muy segura, llena de historia y tradición; a su alrededor hay muchos sitios agradables para comer, buenas tiendas. Muy recomendable visitarlo, e inclusive, hospedarse allí."
ui_bubble_rating bubble_40, diciembre de 2017,GERMAN L,"Excelente atención y servicio.  Edificio Histórico considerado patrimonio de la nación. Habitaciones pequeñas pero cómodas, excelente servicio de alimentos con una bella vista al Zócalo Capitalino.  Durante el fin de semana (nuestro caso) resulta un poco difícil el transporte por la cantidad de gente deambulando por sus avenidas o por el cierre de las mismas."
ui_bubble_rating bubble_50, noviembre de 2017,Tensi,Es un hotel de lujo a precios asequibles. Todos sus trabajadores te atiende con amabilidad y te resuelve todas tus dudas y problemas. Tuve problemas para hacer la facturación de mi vuelo y no es que me ayudasen sino que se encargaron ellos de todo. Los desayunos en la terraza mirando hacia el Zócalo son un lujo. Las habitaciones son cómodas y limpias.  Me marché unos días a hacer un tour y me guardaron una maleta hasta mi vuelta. Todo comodidades
ui_bubble_rating bubble_50, noviembre de 2017,Hector A,"Excelente servicio ubicación, me senti como si estuviese en Europa. Hotel muy acogedor, su limpieza de diez. Gracias a este extraordinario Hotel pase una estancia placentera y buen precio. Recomiendo mucho este Hotel. También el ambiente del restaurante fascinante."
ui_bubble_rating bubble_10, noviembre de 2017,Axel,"Vengo desde muy lejos y los días que  Estuve una pareja del cuarto vecino sé estaban peleando, el primer día empezó 5:00 a.m y el segundo día a las 4:40 a.m y al hablar a la recepción nos dijeron que iban a calmarlos... y no llegaron....  Yo opino que este hotel necesita atención y no ser atendido por gente ignorante como lo es ahora."
ui_bubble_rating bubble_50, abril de 2015,Fiona B,"Este hotel superó nuestras expectativas en todos los sentidos. La ubicación es perfecta y nuestra habitación daba a la calle, con unas vistas preciosas. El personal en la recepción y en el centro de negocios era muy amable y servicial. La comida y las bebidas en el restaurante eran excelentes. Sin duda lo recomiendo y espero volver a alojarme allí de nuevo. El agua y super rápida conexión wi-fi gratis también eran muy de agradecer."
ui_bubble_rating bubble_40, marzo de 2015,ChefDon10,"No sé si puedo añadir nada a las varias críticas anteriores. Las habitaciones están limpias y tienen pisos de madera maciza, Wi-Fi, agua gratis, y caja fuerte. el agua extra y manzanas son gratis al final de cada pasillo. El hotel está a media cuadra de la Xocalo. La recepción de la televisión era pobre, pero no ver que de todos modos. Los desayunos adecuados, pero nada especial. Las habitaciones son pequeñas."
ui_bubble_rating bubble_40, abril de 2015,William L,"El personal hizo este hotel estupendo. Siempre un montón de preguntas sobre reservas, billetes de avión, dónde ir, etc. .. Y los empleados, especialmente las mujeres en el centro de negocios en el hotel hará millas extra para el registro, y proporcionar toda la ayuda que necesita. Nuestra única queja es la mala calidad de sábanas y un pequeño salón."
ui_bubble_rating bubble_50, marzo de 2015,Rogelio M,"Me alojé aquí en marzo '15 durante el rodaje de una película en las inmediatas proximidades y también la primera vez con la nueva dirección y me encanta lo que hemos hecho con el lugar, la gestión es exactamente lo que el edificio fuera necesario, apenas me di cuenta que estaba ocurriendo fuera, más joven y profesional personal da al lugar una nueva visión, Samantha y David son geniales! Siempre cuidando de que mis necesidades y seguimiento mis peticiones con una sonrisa en la cara. El lugar es de visita obligada si se aloja el centro de la ciudad de México.  único inconveniente podría ser el tráfico en todos los horarios y tarifas de taxi justo como en cada ciudad importante, por suerte para mí siempre hay un coche de súper cerca del hotel."
ui_bubble_rating bubble_50, marzo de 2015,shegan24,"Muy buen servicio de todo el personal. Nos ayudaron a entregar las maletas a un museo, así que no tuvimos que cargar nuestro equipaje por todo el día antes de nuestro vuelo. El restaurante arriba tiene un gran buffet de desayuno y una hermosa vista para ir junto con él. Mientras comíamos estaban grabando la nueva película de James Bond y que era muy guay! La habitación estaba muy limpia y tenía todo lo que necesitábamos."
ui_bubble_rating bubble_50, abril de 2015,Cowboyoo,"He tenido un tiempo estupendo aquí en la ciudad de México de vacaciones. Este hotel tiene una ubicación ideal, justo al lado de la plaza principal. . El Zócalo ... El personal es muy amable y servicial. Tanya el conserje fue muy servicial en informarme acerca de los distintos museos y mercados. Andrea, el conserje también era amable y siempre dispuesta a contestar todas mis preguntas sobre la ciudad. El restaurante tiene una magnífica vista de la ciudad. El desayuno buffet está bien ... y no es barato. Las cenas estaban deliciosas y razonable en el precio. Volvería aquí en otro viaje."
ui_bubble_rating bubble_40, abril de 2015,Claudia B,"El hotel es muy bonito, la falta de habitaciones de pequeños detalles, como los inodoros trabajando o la habitación con olor cigarret. Pero en general es muy bueno. El hotel está muy bien situado El restaurante tiene buena comida pero pésimo servicio, los camareros no capacitated a portamaletas y nadie supervisa!!"
ui_bubble_rating bubble_50, abril de 2015,Marucha J,"Nos encantó el hotel. Pequeño hotel con encanto con un montón de historia y carácter, ubicado en el centro de la ciudad de México. Frente a la catedral y el palacio de gobierno. La zona es segura, llena de policía y se puede caminar durante el día sin ninguna preocupación pero asegúrate de conseguir un mapa gratuito desde el hotel. El personal es muy amable. Tan pronto como me impregnado en el vestíbulo me saludaron con un jugo de tamarindo que sabía celestial, un complemento del hotel. El check in fue fácil y rápido. En el camino a mi habitación que vi una nevera en los pasillos llenos de agua y manzanas el botones explicó allí eran complementarios del hotel y.me podría ayudar a mi propia de tanta agua y manzanas que necesitaba. Era un buen toque en un país del mundo famoso por,…"
ui_bubble_rating bubble_40, abril de 2015,travelmom62kingston,"El hotel está justo en frente de la plaza. Reservé una habitación con vistas y aunque era agradable, la habitación era ruidosa. Hay una cafetería en la planta 6ª y estábamos justo debajo de ella. Hemos oído las sillas moviéndose en el momento del cierre y de nuevo en la mañana. También en la esquina, en la calle, había una placa de metal que era ruidoso cada vez coche fuimos. Así que era constante. Pedimos que nos cambiaran. No hay problema. Nos cambiaron a una habitación interior. Un poco más pequeña, pero tranquilo. Además, cuando el aire acondicionado no funcionaba, llamé y lo arreglaron. El servicio era muy bueno. Nos encontramos un taxi privado que nos llevó a una conferencia y volver. También organizó para que viniera para llevarnos al aeropuerto. En general, una buena,…"
ui_bubble_rating bubble_50, abril de 2015,songofgreen,"Si lo que quieres es estar cerca del distrito histórico de la ciudad, este hotel es una de las mejores opciones. Aquí hay algunas cosas buenas sobre este hotel.  1. Gran ubicación, se puede ver Zócalo Plaza Central y el palacio de tu habitación y el bar de la azotea. Justo enfrente de la catedral. 2. El servicio estupendo, las habitaciones están limpias y acogedoras. Había un jacuzzi en la habitación, y podríamos haber diversión y buen baño todos los días! Al lado del ascensor, siempre había botellas de agua fría y manzanas frescas. Recibimos carta de bienvenida y por escrito y memos diciendo que el clima de mañana, que era tan dulce. 3. Buenos personal - Todo el personal era muy amable y servicial. Cuando preguntamos por cambio de dinero, nos dijeron que el hotel es un poco,…"
ui_bubble_rating bubble_50, septiembre de 2017,morabecr,"Muy agradecidos con atenciones en Hotel, servicio al cliente de muy buena calidad. Reconocimiento para Masha, Eduardo, Juan Carlos, Lorena y Benigno por sus atenciones. Nos tocó estar hospedados a mi esposa y a mi, en este hotel durante el terremoto de 8.2 grados y la actuación del personal excelente. Sin duda recomendado. Dr. Alberto Morales Bejarano y Msc. Marcela Rodríguez Canossa."
ui_bubble_rating bubble_50, septiembre de 2017,Carolina N,Muy bueno el servicio .desayuno excelente cordialidad de todos los empleados . Mención especial para Alejandra de atención central .solidario y muy cordial Alejandro el BellBay .Nuestro Agradecimiento al Sr David taxista por su cordialidad y su solidaridad en todo momento . Siempre bien predispuesto y orgulloso de mostrar su país para ser agradable nuestra estancia en esa ciudad .  Totalmente recomendable el hotel. Hermanas Nuñez de Buenos Aires.
ui_bubble_rating bubble_50, septiembre de 2017,prg144,"me encanto el hotel.excelente ubicación. el cuarto. comfortable y la decoración exquisita y muy limpio las Sritas de recepción  super amables .  Sergio que nos re cibió. super cordial.    y Alejandro es un chico encantador.  el restaurant exquisita la comida. y la vista no puede ser mejor. la catedral metropolitana , zocalo y palacio de gobierno.  Me volveré a quedar  en este hotel   muchas gracias staff de zocalo central."
ui_bubble_rating bubble_50, septiembre de 2017,Cynthia M,"Desde la recepcion nos atendieron de maravilla, pasamos unas bonitas vacaciones, recomendamos el hotel, nos dejaban agua y cafe todos los dias, nos limpiaban el hotel todos los dias, muy buen hotel recomendado"
ui_bubble_rating bubble_50, septiembre de 2017,kianera,"Te reciben muy agradables, las habitaciones cómodas, el personal agradable hay agua potable en botella las 24 hrs, súper recomendable . Cerca de varios centros comerciales.Una experiencia única atrévete a vivirlo. :)"
ui_bubble_rating bubble_50, octubre de 2017,Carlos F,"Exelente servicio cuartos un poco pequeños pero muy comodos, ducha y baño muy buenos, la ubicacion inmejorable para turismo, el hotel es pequeno pero es elegante y con muy buenos detalles como botellas de agua de cortesia sin limite ipads en el lobby de uso libre el personal es super amable, nos entregaron el cuarto antes de hora el hotel lo tiene todo"
ui_bubble_rating bubble_50, junio de 2017,Adela M,"Mi estancia en este hotel fue de 5 estrellas, todos son muy amables, el hotel muy limpio y lo que mas me gusto es que esta enfrente del Zocalo de la Ciudad, una muy buena experiencia, sobretodo la persona que nos recibió en el Aeropurto y nos llevo a todos nuestros recorridos por la Ciudad, una persona muy amable, nos trato increiblemente y nos dio mucha seguridad de viajar con El, en verdad es muy recomendable para su proximo viaje pregunten por el su nombre es Sr Jose Antonio Rojas y su teléfono es 525543198858 contactenlo les dara un excelente servicio."
