,opinion,mes,año,retroalimentacion
122,Best Western deben dejar propiedad llevarlo estándares bien Reservé tres habitaciones grupo adultos Llegamos minutos tarde hora impresos tiempo recepcionista siquiera mirando pantalla ordenador dijo volver tarde aunque momento registramos equipaje botones almacenamiento después pm Decidimos ir restaurante azotea almorzar dijeron sólo minutos izquierda servicio buffet hambre adelante prisa través limitada siendo eliminado mientras sirve mismos sólo ver clientes sentados menos minutos después de…,4,2016,0
123,Excelentes vistas plaza Estupendo bar vistas plaza valor bueno personal amable servicial justo medio ruidoso noche día paredes finas papel hacia exterior Debe haber sido gran lugar vez necesita actualización,10,2015,0
124,Lynn recientemente pasé dos noches Best Western Majestic destacado visita habitación Â° piso vistas Zócalo famosa catedral gran ventana amigos alojamos Â° piso pequeño balcón mejor lugar ver recaudación ceremonial bandera Zócalo ejército mexicano familias ocio momento día noche duda mejor lugar fotografiar magnífica Catedral habitaciones sencillas comenzó hace casi años Todavía viejos ascensores moda operador humano bonita escalera caracol habitaciones pequeñas cuarto baño sólo adecuado aire…,4,2016,0
125,podría mejor situado empleados habla inglesa estupendo habitaciones carecen necesidades básicas colchones tan difícil tablones pocas proporcionaban toallas realidad deshilachado bordes decoración suavizar habitaciones espartanas siquiera alfombra dos habitaciones siquiera silla tapizada sentarse,3,2016,0
126,aquí par ocasiones Gran vista Zócalo elevando bandera histórico necesitan renovar habitaciones camas incómodas cuartos baño moderno sistema drenaje personal recepción servicial,1,2016,0
127,Visité restaurante azotea aquí almuerzo puedes sentar bajo afuera ofrece vistas plaza principal comida mexicana buena granos vale pena ir nuevo solo,5,2016,1
128,dieron habitación doble da patio interior ruidoso invitados sentados recepción hablar pueden oír voces habitación quinta planta habitación olor almizcle alfombras antiguas muebles viejos accesorios peor baño sucio manchas orina taza váter repugnante Después quejas servicio limpieza hizo minucioso trabajo limpieza habitación seguro habitaciones restaurante planta superior viejo limpio Desayuno buffet impresionante vista allí bueno personal restaurante amable cortés Además el…,5,2016,0
129,interior habitación ruidosa echo planta baja alfombra bien gastado limpio fría febrero llevar chaqueta suéter pesado desayuno tan así vista fabulosa bar partes restaurante azotea,2,2016,0
130,Finalmente encantó tomó tiempo llegar allí ubicación excelente segura ciudad lado zócalo vestíbulo pasillos general hermoso edificio Realmente impresionante bar terraza restaurante mirando zócalo impresionante problema habitaciones aunque finalmente resuelto Sitio Web Western declaró todas habitaciones vistas tarde dijo si habitaciones tranquilas Preferentes disponibles ventana interna hice quiero decir todas habitaciones vistas menos modo solicitado embargo primero acomodaron habitación luz natural una…,5,2016,0
131,Leímos críticas preparados ruido dispuestos llevar tapones oídos dada ubicación fantástica queríamos mexicano auténtico ambiente elegimos cadena hotelera vez misma vieja cualquier ciudad hermoso edificio antiguo historia encantó escaleras baldosas puertas ascensor elevador operador probablemente dieron peores habitaciones pesar tener tan sólo opción habitación suite sitio reserva pedir habitación vistas zócalo especie vista atrapado cabeza derecha salir ventana lejos derecha alfombra roto antiguo aspecto desagradable y…,4,2016,0
132,Hermoso edificio histórico vista plaza central zacola pie Enorme suite cuenta Personal amable servicial Hablan inglés Poca distancia coche aeropuerto minutos tráfico servicio cambio dólares buen precio,6,2016,1
133,Llegamos tarde recepcionista agradable llevó habitación posible dieron habitación quinta planta balcón daba zócalo avisaron ruidosa vista maravillosa así llevó ruidoso debido gente tráfico después pm llegó suficientemente tranquilo dormir colchón firme cómoda dormimos bien ocasiones abren puertas balcón dejar entrar aire fresco habitación limpia ropa cama toallas nuevos buenas condiciones moqueta sucia suelo laminado lugar presión ducha podría mejorar siendo trata edificio histórico tomamos en…,6,2016,1
134,ubicación perfecta habitación daba hacia dentro tranquila Cama king size podríamos habernos engañado horizontalmente si querido desayuno debe hacer aunque bastante caro pesos persona Gran lugar comenzar viaje México enorme bandera ser elevada mañana zócalo,5,2016,1
135,hijo llegamos temprano dejamos maletas mientras comíamos terraza almuerzo mediocre vista estupenda servicio bueno chico recepción especialmente atractivo buscarle desagradable Pudimos registrarnos dieron opción habitaciones ª planta vista calle lateral segunda planta balcón daba Zolcalo avisaron ruidoso Elegimos balcón efecto ruidoso después pm resulta suficientemente tranquilo usamos tapones oídos asegurarse dormimos bien pesar cama firmes cubre deslizarse fácilmente noche servicio limpieza amable capaz llevar…,6,2016,1
136,alojé aquí febrero pasado gustó ubicación edificio antiguo así esperes lujoso medianoche dan desagüe apestan bastante mala comida restaurante bien servicio bastante malo pedir cerveza saben cómo servir bien,2,2016,0
137,Sólo Zócalo puedes ir andando ópera Atlanta Latin Jam ejemplo Sanborns Azulejos lugares centro histórico museos mercados cercanos estación metro Zócalo pocos patio lejos llegar cualquier punto ciudad metro,10,2016,1
138,alojé noches precioso edificio histórico problemas implica menos outlets HVAC importa presión agua variable Todas habitaciones ventanas regular temperatura construido alrededor patio central así habitaciones interiores dan espacio común Alojarse solo mujer habitación primera noche sentía cómodo salir Windows interior abierta nadie vestíbulo falta luz natural hizo claustrofobia trasladaron zócaloexteriores habitación mejor sentí seguro podría abrir ventanas ventilación festival afuera ubicación la…,9,2016,1
139,ubicación puede ser mejor ruidoso justo plaza zócalo así esperar bebé pude dormir problemas ejemplo ruido deja existir después medianoche excepto tripulación ciudad limpieza gente agradable atento hicieron posible hacer estancia satisfactoria encantador aún principalmente amuebladas detalles originales buenos malos ascensor impresionante tarda llegar cada planta agua caliente fría ducha genial bañera podría usar buen lavado profundo bañera vieja escuela asas mona vintage puedes…,7,2016,1
140,Ubicación Distrito histórico Phenomienal cerca metro precio estupendo personal servicial montón comodidades cerca seguro habitación parte trasera cerca ascensor servicio habitación pedimos disponible Terminamos habitación similar creo usa menudo ruidoso Habituales grandes ciudades urbanas olores ventanas abiertas cambios excelente camas demasiado duras Wifi débil lento sentarnos pasillo llegar coherente conexión wifi Si ponen pequeño centro negocios ordenador impresora esquina vestíbulo mejoró wifi cuesta mejorado colchones podría ser bueno También…,7,2016,0
141,Gran histórico zócalo centro toda acción entretenimiento vestíbulo escalera decorada color original hermosas baldosas españolas habitación daba catedral limpia cómoda personal servicial tarjeta crédito tomadas metro ayudó contactar compañía tarjeta crédito hizo arreglos recibir tarjeta reemplazo días coste adicional,5,2016,1
142,colonial centro ciudad ambiente encantador poca distancia principales atracciones edificios referencia Restaurante ecxelent rodeado mejores razonable restaurantes disponemos ciudad,10,2016,1
143,Después leer críticas seguro esperar satisfecho ver comentarios correctas precioso personal servicio fantástico momento habitaciones dan patio estilo edificios mexicanos,11,2016,1
144,enfrente plaza Zócalo cerca restaurantes tiendas precioso dentro sentir mayores personal servicial amable habitación aire acondicionado así abrimos ventanas noche abre gran vista plaza expuestos celebración nocturna dia muerto tiempo allí pm habitación limpia agua embotellada gratis Realmente disfrutamos estancia,11,2016,1
145,entras vestíbulo das cuenta entrando mundo ascensor terraza restaurante encargado ascensor completo uniforme experiencia misma vista plaza unesco centro terraza gran experiencia cena bebidas agradables camareros serio comida ganará ningún premio lleno historia general experiencia perdérselo,10,2016,1
146,económico viaje Ciudad México verdad llegamos dinero Quería zócalo decidimos sentimos seguros cada noche personal extremadamente servicial amable Especialmente conseguir taxi seguro necesitábamos Llegamos par horas registrarme habitaciones listas embargo pudimos dejar equipaje seguridad privada personal mientras caminamos centro hora llegada interior increíble reservé leído críticas sabía tranquilo Holiday Inn Hilton tipo Comprendimos y…,10,2016,1
147,K aquí cosa realmente disfrutamos estancia aquí vistazo temporada vacaciones lugar popular debido restaurante azotea así montón gente yendo viniendo habitación daba calle plaza encantó vista ruidoso divertido feliz ruidoso Pedimos habitación daba plaza tranquilo personal increíble siempre servicial mayoría personal hablaba inglés Si buscando paz tranquilidad puede ser lugar usted encantó ubicación céntrica andando lugares cerca encantó toda multitud vida nocturna plaza atraído debido vacaciones lugar divertido un…,12,2016,1
148,Geoff alojamos allí dos ocasiones noviembrediciembre ambos lados viaje Cuba Eficiente registro gran cafetería estilo parisino puerta lado montón acción plaza central Zócalo baños necesidad reforma trabajan bien contento comercio ruido plaza excelente vistas catedral Palacio Nacional va CDMX celebrar Navidad estilo Abrir puertas francesas habitación pasar minutos mirando revolotean viento enorme bandera cautivante,12,2016,1
149,alojé par días semana pasada ubicación justo corazón distrito histórico central frente catedral metropolitana reto encontrar propio taxista dejarme par manzanas distancia debido cierre carretera recomiendo conducir coche alquiler Ciudad México debido caos carreteras taxi mejor conducir coche alquiler ciudad bien Si coche parking público manzana llegué tarde noche mañana así parecía cerrada probar puerta abrirá jardines arquitectura impresionantes Puedes decir este…,11,2016,1
150,esposa alojamos aquí días noviembre llegamos tarde debido horarios aerolíneas Cogimos taxi aeropuerto después madrugada llegamos zona centro entrada calle peatonal pasarela taxis puede sacar puerta Aparte taxista sabía exactamente dónde dejó cuadra luego indicó dirección equivocada hacer larga historia cortas llegar punto encontramos entrada recuerda iluminada noche puede llegar fácilmente pie pasado si aviso mejor bandera occidental encima puerta Así si nunca y…,11,2016,0
151,ubicación céntrica así esperar ruido verdadero estilo colonial tradicional agrega encanto suelos baldosas escaleras ascensor siglo pasado desayuno toma terraza azotea magníficas vistas cena comida probablemente mejor lado personal amable ayudó varias ocasiones conserje camino puede conseguir taxi sabe dónde aparcar zona peatonal coches dificultades impedir policía patrulla,10,2016,1
152,decente situado centro ciudad frente plaza Ciudad México calles carreteras siempre ocupados restaurantes cercanos VIPS KFC McDonalds probar opciones estándar higiene buffet desayuno bueno muchas opciones variedades habitación bien limpio antiguo cunas mover largo ascensor manualmente operado debería ser ayudante disponible accionar elevador Llamar timbre encargado trae ascensor planta campana sonó momentos críticos después esperar subir escaleras indicación visual disponibilidad ascensor el…,11,2016,0
153,única cosa excelente ubicación Justo enfrente catedral zócalo maravilloso llegamos recepción ingreso esperar minutos empleado conversación empleado nunca pedimos disculpas retraso habitación tercer piso daba zócalo Hermoso decepcionado habitación tamaño habitación bien mobiliario tan feo tan cutre habitación baño habitación limpias personal conocimos amable educado,12,2016,0
154,alojamos noche poca distancia principales atracciones edificios referencia Personal amable dispuesto ayudar aconsejar habitación daba plaza principal Zócalo ruidosa noche embargo pedir tipo habitación corta distancia estación metro,1,2017,1
155,calidad cama pobre recepciónconserjería capaz responder simple pregunta turística dijo sabía Además necesita reparaciones básicas cable eléctrico saliendo pared pudimos tomar ducha pudimos ajustar temperatura agua respuesta simplemente usar agua caliente baño esperar enfríe ubicación buena ser centro si dan habitación vistas plaza bastante increíble vista Si alojas allí quedas allí novedad vista recomendación vayas sitio sólo ve restaurante vista,1,2017,0
156,visita hace años Elegí lugar ubicación estación metro cruzando calle bullicio ajetreo centro ciudad zonas comer zócalo sólo caminar Vaya Mercado cerca buenos restaurantes vuelta esquina izquierda salir tienda café Gran lugar desayunar café supuesto puedes perder catedral ruinas lado reserva pedir habitación vistas zócalo Cada mañana sol oculta soldados elevar bajar Bandera Mexicana Impresionante digno ver época navideña zócalo lleno vendedores ambulantes comida gran variedad artículos únicos venta los…,12,2016,1
157,mezcla Best Western Majestic gran ubicación cerca catedral calle comercial conveniente comodidad hizo continuamente ruidoso hermosamente decorado lugar limpio Servicios mencionados incluyen limpieza necesitamos pedir dos veces vengan ascensor funcionaba tiempo allí restaurante sólo sirve estilo buffet caro comparado restaurantes zona personal recepción amable diría servicial orientado servicio trabajadores amables camas duras piedra habitación dos camas cambiaron hizo agua caliente la…,2,2017,0
158,Pasé dos noches aquí principio final viaje gente amable agradable restaurante barato séptima planta patio vistas palacio presidencial bonito noche habitaciones viejo montón carácter bien situado mejor cadena plaza puede verlos levantar bajar enorme bandera mexicana lleva doce soldados llevar Justo enfrente catedral final calle peatonal mucha actividad gente restaurantes hizo buen trabajo cambiar grandes cuentas cambiador dinero aeropuerto hacia billetes pequeños cierto si subes guía dijo hacer encontrará un…,2,2017,1
159,bastante grandes montón decoración tradicional estilo español situado principal calle tiendas mejor ubicación siento seguro alojarse sola turistas policía justo lujo simple puedes conseguir habitación vistas zócalo precio razonable WIFI personal inestables mayoría agradables especialmente personal ascensor turno noche personal recepción veces respuesta Hola buen mañana quizás demasiado temprano mañana mañana aeropuerto personal controlar ascensor ascensor mí…,12,2016,1
160,alojaré tercera vez próxima semana Siempre encanta lugar tienden volver hecho ciudades diferentes podría ser básico precio razonable experiencia nuevo hace aún mayor Recomendaciones camas debe actualizarse,3,2016,1
161,ubicación propiedad PERFECTO Justo ventana mirando lado plaza palacio presidente Autobuses reúnen plaza restaurantes restaurantes primera planta terraza disfrutando fantásticas vistas catedrales monumentos mejores tiendas alrededor puede quiera poner límite tarjetas cc Pasamos días recorrido haciendo viendo MEXEco Tours recomiendo MexEco Tours,1,2017,1
162,derecha ¿Por dónde empiezo Reservamos pensamos parecía genial web Oh Dios equivocados admitir personal recepción buena único positivo llegamos comer ciudad volvimos habitación tarde así cama descubrimos cama individuales pegadas reservamos reservamos doble grande así contentos mañana personal restaurante proponiendo mesas sillas largo planta charlando tan ruidoso aquí cada palabra decíamos habitación ruido ruidoso portazos…,1,2017,0
163,bueno sólo media hora aeropuerto taxi viaje pesos cerca muchas atracciones turísticas categoría incluyendo Catedral Metropolitana Palacio Nacional murales Diego Rivera lado calle Zócalo personal ½ estrellas eficiente fácil ingreso salida llamaron taxi ayudó conseguir equipaje cabina exterior interior agradable vestíbulo atrio agradables malo alojamos noches habitación habitaciones lado dan plaza Ruidoso ruidoso ruidoso par noches tarde alojamos noche interior la…,2,2017,0
164,ubicación estupenda céntrico ubicado justo zócalo Cerca muchas atracciones diferentes catedral palacio nacional Templo Mayor Palacio Bellas artas vista Zócalo inigualable ruidoso justo zócalo sueño ligero ruido pena vista cama colchón king dos marcos cama debajo causó nudo medio habitación limpia Utilicé Super varias veces recogieron justo lado Zócalo ningún problema salida día salida cerraduras tarjeta llave habitación mañana tener tarjeta recepción reprogramar entrar,2,2017,1
165,vista habitación º planta daba zócalo catedral Cada mañana militares plantearon bandera mañana así ventana cerrada si madrugador habitaciones limpias bichos embargo calefacción aire acondicionado personal limpieza botones restaurante personal increíble personal recepción hablan inglés hacer mínimo ayuda wifi irregular conductores súper pierda punto recogida menudo congestionado ubicación Si utiliza SUPER ir calle cuadra zócalo Si reservas través tercero llame antelación confirmar reserva pago probable tener no…,2,2017,1
166,situado justo plaza central Zócalo poca distancia muchas atracciones turísticas catedral metropolitana Palacio Nacional Templo Mayor Teatro Bellas Artes muchas tiendas tiendas café restaurantes bares etc cerca estación metro minutos pie Incluso sólo paseo calle pies esquina siempre puede llegar impuesto personal puede ayudar Pasamos noches enamoramos adecuado,2,2017,1
167,Perfecta ubicación vistas centro ciudad edificios gobierno catedral encanto viejo mundo habitación patio disfrutar vista día noche personal amable servicial atento Maravilloso Desayuno restaurante podría haber mejor personal mejor Experiencia perfecto,3,2017,1
168,Excelenteel personal amable desayuno delicioso habitaciones limpias espaciosas colchones viejo difícil causó dolor espalda microondas mini nevera aire acondicionado ventilador habitación habitación bonita vista plaza principal,3,2017,0
169,establecimiento antiguo montón interés histórico disfrutamos Si esperas moderno llamativo decepcionará agradable vista balcón Zócalo Catedral Palacio Presidencial Wifi funcionaba bien Habitación grande limpia muebles antiguos cuarto baño enorme Encargados operar ascensores anticuado problemas ascensores ruido restaurante terraza último piso comida buena excelente vista espectacular cambiar noche guste Portero taxis viaje aeropuerto menos,3,2017,1
170,vistas habitaciones ascensores frecuentemente corriendo mejor Buen desayuno restaurante planta superior vistas zócalo Precios razonables Si buscas lugar barato alojarse Ciudad México buena Zócalo parte ciudad céntrico ahora distrito histórico,2,2017,0
171,Bueno Cerca aeropuerto principales atracciones Restaurante último piso vista estupenda Zócalo Malo ruidoso ventanas siempre abiertas difícil dormir tapones sar financiamiento interno campana catedral anillos cada hora incluso noche semáforo empezar trabajar am,2,2017,0
172,alojamos aquí par noches marzo situado justo esquina Madero calle comercial peatonal plaza principal Zócalo Majestic hace honor nombre cenury Ahora algún momento debe haber sido verdaderamente majestuoso masas habitaciones alrededor gran atrio vistas palacio gobierno etc habitación primer piso ª ideal personal eficiente precio bajo Recomiendo vivamente cualquier viajero importado pequeño francés pátisserie justo lado desayuno continental magnífico,3,2017,1
173,alojamos planta ª vista increíble Cada mañana vimos amanecer plaza fantástico personal excepcional ayudó salir cualquier forma posible poca distancia pie Volvería limpio lindo,3,2017,1
174,Excelente lugar alojarse si vas Ciudad México Bonita vista Zócalo corta distancia pie templo mayor museo bellas artes Catedral restaurantes ver coche arrown hijos montón diversión fines semana eventos Zócalo dieron perfecta vista balcón,4,2017,1
175,Bien agradable ubicación ventana daba Zócalo vista espectacular embargo prepárate caminar equipaje calle peatonal empedrada advertencia espejo agua grifo segura beber dejar correr ducha bastante tiempo conseguir calor vamos servicios mediados s decoración interior lugar ambiente incomparable alegro allí vez volver,1,2017,1
176,personal fantástico lugar limpio habitaciones grandes ventanas abiertas vistas habitación geniales buffet desayuno ubicación apesta parangón recuerde viejo estrellas así depende usted buscando Si visita Ciudad México disfrutar historia belleza ciudad lugar Si luna miel buscas servicio habitación lugar tranquilo gran lugar embargo pondré tapón restaurante ir si Ciudad México Pujol mejores restaurantes mundo verdad así dinero ahorras majestuoso…,1,2017,1
177,alojé familia sólo noche agradable velada observación balcón excelente personal agradable Baño acaba húmedo duchas puede caminar sólo salir entrada principal Ascensor viejo bonito l encanta,7,2016,1
178,encanta personal amable profesional ubicación estupenda cerca museos hacer centro Ciudad México vestíbulo bien decorado habitaciones cómodas,5,2017,1
179,aquí jueves tarde salir mañana mañana Quería dejar comentario fresco mente Ubicación Ubicación ubicación poca distancia pie necesitas noche puede ser cutre Puedes escuchar toda gente caminando abajo policía romper silba día noche antiguo rústico chirriantes pisos sido aquí días ver mujeres trabajando recepción vestíbulo bar habitación aire acondicionado calefacción ventiladores techo nevera microondas máquina hielo cualquier lugar tener llamar recepción conseguir hielo habitación ir comprar lado ruidoso interior…,5,2017,0
180,Pros bonita vista plaza habitaciones ordenadas limpias bonita terraza última planta Contras demasiado ruidoso encuentra cerca calle peatonal aire acondicionado conexión wifi terrible ducha agua caliente momento Si presupuesto quieres alojarte centro ciudad entonces bien,5,2017,0
181,situado plaza restaurante situado parte superior edificio planta ª hermosas vistas plaza Aquí sirve desayuno abierta ascensor pisos individuales desgastadas ruido zona peatonal medianoche habitación grande limpia ordenada personal recepción tan dedicados servicio personal restaurante limpieza amable,2,2017,1
182,buen vista Zócalo Reservé recámara persona vista decepcionaron simplemente impactante noche Septiembre toda iluminación fiestas patrias hospede tres días cuarto amplio cama king size baño tina closet escritorio internet inalambrico TV cable caja fuerte limpio Tomen cuenta edificio viejo cayendo Vi varias personas quejaban ruido realidad problemas dormir restaurant terraza superior bastante recomendable vista además comida mala aunque precisamente barata promedio restaurantes similares ejemplo desayuno bufett…,9,2009,1
183,buena ubicacion insatalciones viejas aprecias sobretodo banos parte servicio ofrecen auno agencia viajes recomendable claros costos gran desepcion,7,2008,0
184,proceso registro esperaba encuentro pariente Ciudad México llamó probar hacer reserva dijo garaje acomodar vehículo preguntó clientes coches dijo necesitaba averiguar propia cuenta decepcionado pude alojarse mismo resto familia personal pudo haber ofrecido sugerencias sido respetuoso declinar peticiones,7,2017,0
185,Vistas segunda suite esquina surrealista planta tres balcones salón azotea restaurante Servicio superior dieron momento muebles mejor iluminación necesario Recomiendo encarecidamente ubicación Utilicé puntos conseguí buena oferta precio efectivo observó publicado premium dicho extremadamente fuerte esquina Llevar tapones oídos si esperas cualquier sueño aire acondicionado Feria agua presión,6,2017,1
186,hermoso edificio antiguo medio habitación limpia bien equipada vista Zócalo plaza bandera Palacio Nacional bandera grande maravillosa dependiendo si quieres escuchar sonidos ciudad sonido puede ser problema tráfico calle actividades Zócalo catedral campanas menos junio actividades construcción plaza duró toda noche podría despierto aire acondicionado calefacción habitación entiendo rara vez problema requieren ventana abierta aire fresco sonido ciudad quería experiencia ciudad México y…,6,2017,1
187,cuentan buen servicio encima antiguo pues huele viejo sucio verdad recomiendo lugar llevar niños pues alfombra da asco vista bonita ver Palacio Nacional vista mar gente,12,2011,0
188,habian dado referencias buenas malas decidimos probarlo excelente ubicación embargo encontramos viejo mal olor crujiente pisos madera debajo alfombra peor ultimo dia estancia aparecieron cucarachas primero baño despues colmo cama momento dormiry mañana seguian apareciendo pequeñas grandes tina bañototal noche pasamos luz prendida miedo subieran cama cuerpo,1,2012,0
189,años viví idea trataba gran fué inicio gran molestia llegar bella ubicación calles cerradas ahora peatonales falta estacionamiento propio hicieron bajara tres cuadras cargando todas maletas mundo gente atención personal buena instalaciones mantenimiento paredes color naranja pasillos oscuros focos viejos hacen sentir miedo cuarto lado sellos clausura colchones duros almohadas cobijas mal olor baño pésimas instalaciones hacen pueda recomendarlo único recomendable restaurante vista ubicación,1,2011,0
190,Unico buena vista demas decepcionante alli enero esposa hijo horrible llegar habitacion cortinas SUCIAS cuarto tenia Olor Mata cucarachas ademas olia alfombra ACAROS verdad triste vi internet bonito alli ver pedi llamado despertar error nunca llamaron gracias Dios tenia alarma Celular iba Gritarle piso sr elvador dormido sofa favor enviara elevador tenia ir am veras volveria nunca mas,1,2010,0
191,Buen buen servicio estupenda terraza bar da Plaza Zócalo,7,2006,1
192,Simplemente genial poder degustar buena comida restaurante mas familia veia hace años servicio primera comida adecuada toque subir elevador realmente recordar habia ido ahi hace año dejen visistar restaurante mas si quieren ver plaza constitución lugar ideal ello,1,2013,1
193,mejor duda ubicación frente zócalo palacio nacional catedral metropolitana antiguo elevador rustico realmente bello desventaja si algún evento zócalo va ser imposible dormir sobretodo si habitación balcón hacia ejemplo día hospede sábado toco reunión cristianos comida bastante aceptable buena variedad restaurante último piso cuenta vista envidiable Quizás pequeña remodelación mantenimiento vendría mal pues debido edad edificio cosas deterioradas ejemplo piso habitación parecer madera alfombra encima rechinaba bastante,11,2012,1
194,Nunca hospedado aquí amiga llevó restaurante encantado vista excelente hacia palacio presidencial Catedral buffette pareció bueno excelente bueno pareció café bueno Recomiendo restaurante,11,2012,1
195,pesar buena ubicación comida mala instalaciones deterioradas camas almohadas duras habitación toco llave agua fría lavamanos fuga,11,2012,0
196,comentarios anteriores leí excelente ubicación zona ruidosa demasiada gente alrededor camas duras amaneces si luchado toda noche igual almohadas ascensor prehistoria olor viejo servicio restaurant malo repiten comidad noche vuelves ver mañana dejan cerca cuadra servicio botones cargar maletas toco hacerlo lluvia Pésimo servicio SENCILLAMENTE RECOMENDABLE,9,2012,0
197,Buen ubicacion privilegiada Centro Historico alcance estadia dos adultos dieron promocion desayuno buffet gratis ambas personas vista mientras desayunas increible Peeero temporada mas calor clima explicaron ser edificio considerado monumento nacional historico permitido tener clima Habia solo abanico giratorios hacia ruido espantoso creo solo jamas volveria hospedar ahi menos meses calor dos cuadras buenos clima creo mejor escojeria demas bien servicio atento buena comida,8,2012,0
198,buen servicio Bien ubicado acceso ideal van compras habitaciones estan comodas arquitectura bella verdaderamente maravilloso restaurante vista espectacular cocina deliciosa platillos exquisitos,10,2012,1
199,términos generales bien ubicacion genial atención aceptable instalaciones bien conservada mejor vista restaurante aunque lentos recomendable si quieres caminar centro ciudad solo trata coincidir evento zócalo ruido dejara dormir ejejejeje,5,2013,1
200,tiuene ver Historia colonial Moderna México Aquí area centro ciudad Méxicomejor dicho corazón centro Ciudadse encuentra Hotelque vestigio elegantes dos siglos anteriores puede comentar establecimiento pasado lejano fué casa Condal después convertirse siempre ver medio PolíticoArtistico ciudad Aquí comían Presidentes encuentra frente Palacio Nacional cocina reconocida Originalidad Sabor Entonces dificil encontrarse comedor encontraba cerrado algún Presidente comiendo Gentes ceracano tiempo dado su…,7,2012,1
201,antiguo mayoría ciudad México ofrece excelente vista Zócalo ciudad relación vista – precio queda mano preocupar casi pasos queda Bertico Café madero puedes desayunar gusto buena carta elegir luego déjate llevar ciudad descubre muchas cosas bellas ofrece,2,2013,1
202,llegamos actitud recepción pésima cuenta estacionamiento importa ayuda resolver situación convenios ninguno habitaciones viejas descuidadas piso cruje sábanas cortinas colcha peor calidad peor SUCIO piso pegajoso lleno mugre cambian toallas aunq evidentemente sucias precioedad edificio etc contrapone limpieza justificación experiencia deprimente,11,2013,0
203,antiguo época debió haber sido elegante hermoso vista única zócalo espectacular desayunar viendo izan bandera descuidado mantenimiento servicio regular persona atiende recepción amable embargo tomando cuenta precio ubicación estratégica parece podría ser recomendable viajeros seleccionados,10,2013,0
204,excelente ubicacion centro historico ciudad buen trato personal recepcion servicios comida general bueno si criticar falta wifi figura parte servicio dias estadia nunca logre conectarme servidor si pasajeros calle mejorar recomendable todas maneras,10,2013,1
205,pésimo servicio cliente excepción persona encargada recepción contrato taxi domingo madrugada ir basílica acompaño vehículo ayudo primera noche cama adicional instalaciones totalmente deterioradas reservamos habitaciones camas cada únicamente asignaron habitacion dos camas agua ducha asi compañeras viaje ir habitación días poder ducharse alfombras sucias polvo toallas blancas sino grises deshilachadas viejas cama tablas unidas grapas clavos colchón encimalos banos viejos mantenimiento entrar encontré cabellos ducha,9,2013,0
206,Excelente ubicación habitación pequeña frialdad personal pésima comida estacionamiento indicaciones entrar dan desayuno mala cocina música tocan ve abandonado,8,2013,0
207,ubicación excelente contemplar Plaza Constitución restaurante último piso buffet buen sabor gusto variado meseros amables habitaciones servicios básicos gusto extraordinario agradables comodidad visitar catedral templo mayor andar caminando rumbo torre latino americana palacio bellas artesel sanborns azulejos tantos lugares interesantes centro hce valga pena visitarlo,3,2014,1
208,Íbamos prevenidos pues primer viaje ciudad encontramos magnifico excelente ubicación pegado afamado zócalo habitaciones dan hacia plaza imperdibles tranquilidad respira denotan cuidado Buena comida restaurante situado séptimo piso terraza pa disfrutar parte ciudad entendido perteneció alguien corte rey representante Llama atención bien cuidado personal atento loo mejor salias corazón México DF frente catedral Palacio gobierno centro histórico pal disfrute,12,2013,1
209,ubicación buena servicio pésimo recepción trataban si pedido hospedaje gratuito si llegaban extranjeros cambiaba cara mágicamente personal recepción si atendían sonrisa cara amablemente mientras mexicanos pues faltaba ignorarnos Llegamos habitación pedimos camas king size improvisaron unas juntando dos camas individuales resultó incómodo movimiento nocturno iban separando camas terminabas hoyo punto caer suelo bañera goteaba toda noche baño vidrio venta roto entraba ahí toda clase olores sonidos pedirle personal…,5,2013,0
210,ubicación excelente dieron habitación balcon vista hermosa zocalo además diciembre arbolito navidad atención empleados buena tomarse cuenta camas duras sexto piso escucha ruido sillas restaurante septimo asi dormir jaja si recomiendo limpio buena atención excelente ubicación buen trato,12,2013,1
211,favoritos ciudad México dado ubicación exactamente enfrente zocalo gran opcion septiembre vista desfile ideal ademas restaurant encuentra terraza bueno,9,2013,1
212,Recomiendo cuanto ubicación precio Ubicado zocalo mejor zona hacer turismo enfrente sede gobierno catedral zona peligrosa puede caminar tranquilo,2,2014,0
213,estilo clásico corazon ciudad México servicios buen nivel precio justo restaurante terraza envidiable bufete completo buena opción va conocer DF estupenda ubicación pueden recorrer centro historico caminar reforma llegar bellas artes media hr entretenida,8,2014,1
214,conveniente opción si buscas ubicado cerca atractivos centro ciudad verdad hora desayuno cuentas vista directa zócalo palacio gobierno catedral ciudad desayuno regular habitaciones promedio paquetes noches ubicación vista hora desayunar pagan creces precio,7,2014,0
215,pasado abril festejamos esposo cumpleaños excelente lugar atención personal hospitalaria habitación vista zócalo verdad impresionante vivimos ciudad México cualquiera pensaría vale pena pagar misma ciudad vives verdad toda experiencia dormir pleno zócalo vista maravillosa frente palacio nacional sentir va callando ciudad mientras anochece asomarte ventana amanecer ver va iluminando ciudad verdad excelente experiencia esposo súper feliz mejor mañana subir terraza vista excepcional tomarte rico café fruta…,4,2014,1
216,gran ubicación construcción antigua cuenta estacionamiento servicio general bueno personal recepción amable interesa resolver peticiones solicitadas huéspedes aparte modo amable desayuno suficiente si acaba hacen limpieza buena iluminación mala deberían mejorar Si llega tarde probable cerrado tocar puerta alguien abra,5,2014,0
